,date,type,operator,fatalities,location,country,year
5551,??-???-1946,Junkers Ju-52/3m,"Aeroflot, West Siberia",4.0,near Taldi-Kurgan,Kazakhstan,1946
5553,01-JAN-1947,Douglas C-47A (DC-3),private,0.0,near Nashville Metrop...,USA,1947
5554,03-JAN-1947,Douglas C-47A (DC-3),BOAC,0.0,Whitchurch Airport,U.K.,1947
5555,04-JAN-1947,Sikorsky S-43B,Panair do Brasil,11.0,SAo Paulo de Ol...,Brazil,1947
5556,05-JAN-1947,Douglas C-47B (DC-3),Nationwide Air Transport,3.0,"near Carmel, NJ",USA,1947
5557,05-JAN-1947,Curtiss C-46,CNAC,43.0,near Qingdao,China,1947
5558,05-JAN-1947,Douglas DC-3-208A,American Airlines,0.0,"Jones Beach, NY",USA,1947
5559,06-JAN-1947,Douglas C-54B (DC-4),Northwest Airlines,0.0,Chicago Municipa...,USA,1947
5560,06-JAN-1947,Amiot AAC.1 (Ju-52),TAI,0.0,Mont Ventoux,France,1947
5562,08-JAN-1947,Lockheed 18 Lodestar,"National Airlines, op.for Caribbean Atlantic",0.0,Jacksonville Mun...,USA,1947
5564,11-JAN-1947,Douglas C-47A (DC-3),BOAC,8.0,Stowting,U.K.,1947
5565,11-JAN-1947,Douglas C-54A (DC-4),Far East Air Transport,7.0,"near Laoag, Philippines",Pacific Ocean,1947
5566,12-JAN-1947,Douglas C-49-DO (DC-3),Eastern Air Lines,18.0,"Galax, VA",USA,1947
5567,14-JAN-1947,Lockheed C-60A Lodestar,Mexican AF,21.0,near Puebla,Mexico,1947
5568,16-JAN-1947,Avro 685 York C.1,RAF,0.0,Oakington,U.K.,1947
5569,17-JAN-1947,Douglas Dakota IV (DC-3),RAF,0.0,near Singapore-Seleta...,Singapore,1947
5571,18-JAN-1947,Douglas Dakota IV (DC-3),RAF,0.0,Kupang-El Tari A...,Indonesia,1947
5574,22-JAN-1947,Douglas C-53B (DC-3),Avianca,17.0,near Puerto Araujo,Colombia,1947
5575,22-JAN-1947,Douglas C-47A (DC-3),TACA de Colombia,0.0,near Guayaquil Airpor...,Ecuador,1947
5577,22-JAN-1947,Douglas Dakota IV (DC-3),RAF,0.0,BA14ckeburg,Germany,1947
5578,22-JAN-1947,Lockheed 14-H2 Super Electra,Qantas,0.0,Schofields Airpo...,Australia,1947
5579,22-JAN-1947,Consolidated PBY-5 Catalina,US Navy,1.0,Santa Rosa Islan...,USA,1947
5580,23-JAN-1947,Douglas C-47B (DC-3),USAAF,1.0,near Seattle/Sand Poi...,USA,1947
5581,23-JAN-1947,Lockheed 14-H2 Super Electra,TCAL,2.0,"near Headingley, MB",Canada,1947
5582,24-JAN-1947,Douglas R4D-5 (DC-3),US Navy,0.0,"near Dartmouth, NS",Canada,1947
5583,25-JAN-1947,Douglas C-47A (DC-3),CSA,0.0,London-Croydon A...,U.K.,1947
5584,25-JAN-1947,Douglas C-47A (DC-3),Philippine Air Lines,4.0,Mt. Parker,Hong Kong,1947
5585,25-JAN-1947,Douglas DC-3,CNAC,19.0,near Chongqing,China,1947
5586,25-JAN-1947,Douglas C-47A (DC-3),Spencer Airways,12.0,London-Croydon A...,U.K.,1947
5587,26-JAN-1947,Douglas DC-3C,KLM,22.0,KA benhavn-Kastr...,Denmark,1947
5589,26-JAN-1947,Consolidated PBY-5 Catalina,Dutch Navy,1.0,"Gillemanuk, Bali",Indonesia,1947
5592,01-FEB-1947,Douglas C-47A (DC-3),Air France,15.0,near Lisboa-Portela d...,Portugal,1947
5593,01-FEB-1947,Douglas Dakota IV (DC-3),RAF,0.0,Middle Aston,U.K.,1947
5594,04-FEB-1947,Douglas R4D-5S (DC-3),US Navy,10.0,near Assateague Islan...,USA,1947
5595,05-FEB-1947,Douglas C-47A (DC-3),International Air Freight,1.0,"Harrington, DL",USA,1947
5597,06-FEB-1947,Douglas C-54B (DC-4),AerovAas Cubanas Internacionales,11.0,near Pedro Bernado,Spain,1947
5599,07-FEB-1947,Lisunov Li-2,Polyarnaya Aviatsiya,0.0,near Mys Shmidta Airport,Russia,1947
5601,10-FEB-1947,Lockheed 18 Lodestar,Union Airways,0.0,Palmerston North...,New Zealand,1947
5602,11-FEB-1947,Avro 685 York C.1,RAF,0.0,Waterbeach RAF S...,U.K.,1947
5603,11-FEB-1947,Consolidated PBY-5A Catalina,US Navy,4.0,"between Seattle,...",USA,1947
5604,13-FEB-1947,Douglas C-47A (DC-3),CSA,3.0,near Kladno,Czech Rep.,1947
5605,14-FEB-1947,Curtiss C-46E,Slick Airways,2.0,"Denver, CO",USA,1947
5606,14-FEB-1947,Douglas C-47A (DC-3),Atlantic & Pacific Airlines,0.0,"League City, TX",USA,1947
5607,15-FEB-1947,Savoia-Marchetti SM-95,Corrieri Aerei Militari,17.0,near Terracina,Italy,1947
5608,15-FEB-1947,Douglas DC-4,Avianca,53.0,near BogotA,Colombia,1947
5609,17-FEB-1947,Douglas C-47A (DC-3),DDL,0.0,near MalmA,Sweden,1947
5610,19-FEB-1947,Douglas C-47A (DC-3),USAAF,1.0,Neubiberg Air Base,Germany,1947
5611,20-FEB-1947,Douglas C-47B (DC-3),French AF,4.0,Offenbach,Germany,1947
5615,26-FEB-1947,Douglas Dakota IV (DC-3),RAF,12.0,China Sea,Pacific Ocean,1947
5616,26-FEB-1947,Douglas C-47 (DC-3),Netherlands East Indies AF,6.0,"near Point Lookout, S...",Australia,1947
5618,28-FEB-1947,Douglas Dakota IV (DC-3),RAF,0.0,near Yangon-Mingalado...,Myanmar,1947
5620,05-MAR-1947,Douglas C-47B (DC-3),"Aeroflot, Georgia",23.0,Nizhnesvanetsky ...,Georgia,1947
5621,06-MAR-1947,Douglas C-47 (DC-3),Suidair,0.0,Lapula River,Zimbabwe,1947
5623,08-MAR-1947,Douglas C-47 (DC-3),VIARCO,9.0,near Villavicencio,Colombia,1947
5624,08-MAR-1947,Douglas Dakota IV (DC-3),RAF,13.0,L'isola di Ischia,Italy,1947
5625,08-MAR-1947,Focke-Wulf Fw 200A-0,Cruzeiro do Sul,0.0,Rio de Janeiro-S...,Brazil,1947
5626,12-MAR-1947,Douglas C-47 (DC-3),Netherlands East Indies AF,26.0,near Bandung,Indonesia,1947
5627,14-MAR-1947,Douglas C-47A (DC-3),Air France,23.0,near ChAteau-Bernard,France,1947
5628,14-MAR-1947,Douglas DC-3C,US Airlines,2.0,Charleston Munic...,USA,1947
5629,14-MAR-1947,Avro 685 York C.1,RAF,0.0,Lyneham RAF Stat...,U.K.,1947
5630,16-MAR-1947,Short Sunderland GR.5,RAF,0.0,Pembroke Dock,U.K.,1947
5631,17-MAR-1947,Lockheed C-60A Lodestar,TACA,8.0,near MedellAn-Enriqu...,Colombia,1947
5632,18-MAR-1947,Avro 685 York C.1,RAF,11.0,near Negombo RAF Station,Sri Lanka,1947
5633,19-MAR-1947,Douglas DC-3,Pan African Air Charter,0.0,Masindi,Uganda,1947
5634,19-MAR-1947,Lockheed C-60A Lodestar,TACA de Colombia,5.0,near Bucaramanga,Colombia,1947
5636,20-MAR-1947,Douglas C-47A (DC-3),LAV,0.0,Caracas-La Carlo...,Venezuela,1947
5638,20-MAR-1947,Douglas C-47A (DC-3),USAAF,6.0,near Dessie,Ethiopia,1947
5640,26-MAR-1947,Douglas C-47A (DC-3),Dutch Navy,0.0,"near Gimbat Station, NT",Australia,1947
5641,01-APR-1947,Martin PBM-5G Mariner,US Navy,1.0,"near Tampa, FL",USA,1947
5642,04-APR-1947,Douglas C-47A (DC-3),International Air Freight,0.0,Palm Beach-Palm ...,USA,1947
5643,05-APR-1947,Douglas C-47B (DC-3),USAAF,4.0,"near Decaturville, TN",USA,1947
5644,08-APR-1947,Douglas C-47 (DC-3),LAV,27.0,near Caracas,Venezuela,1947
5645,09-APR-1947,Douglas C-47D (DC-3),USAAF,1.0,San Antonio-Kell...,USA,1947
5646,09-APR-1947,Fokker F.XII,Svensk FlygtjAnst,0.0,Stockholm-Bromma...,Sweden,1947
5647,10-APR-1947,Douglas C-47B (DC-3),Belgian AF,6.0,Dalbry,U.K.,1947
5648,13-APR-1947,Avro 685 York I,BSAA,6.0,Dakar-Yoff Airpo...,Senegal,1947
5649,13-APR-1947,Lockheed C-60A Lodestar,Transandina,0.0,MedellAn-Enriqu...,Colombia,1947
5650,19-APR-1947,Douglas R4D-2 (DC-3),Mercury Aviation,0.0,near Malakal,South Sudan,1947
5651,22-APR-1947,Douglas DC-3C,Delta Air Lines,8.0,"Columbus, GA",USA,1947
5652,22-APR-1947,Douglas C-47A (DC-3),USAAF,0.0,near Karlovy Vary,Czech Rep.,1947
5653,22-APR-1947,Douglas C-47 (DC-3),"Aeroflot, Krasnoyarsk",9.0,near Volochanka Villa...,Russia,1947
5656,28-APR-1947,Lockheed 18 Lodestar,TCAL,15.0,"near Vancouver, BC",Canada,1947
5657,30-APR-1947,Douglas C-47 (DC-3),Aerovias Latino Americanas,0.0,San Salvador-Ilo...,El Salvador,1947
5660,02-MAY-1947,Fairchild C-82A Packet,USAAF,0.0,Biloxi-Keesler A...,USA,1947
5661,03-MAY-1947,Lockheed 18 Lodestar,TACA,11.0,near Nicoya Airport (...,Costa Rica,1947
5662,04-MAY-1947,Douglas DC-3C,Union Southern Airlines,2.0,"Newark Airport, ...",USA,1947
5663,04-MAY-1947,Douglas C-47B (DC-3),French AF,7.0,Saigon-Tan Son N...,Vietnam,1947
5664,10-MAY-1947,Lockheed C-60A Lodestar,Transandina,2.0,near Cartagena,Colombia,1947
5665,11-MAY-1947,Avro 691 Lancastrian C.1,Skyways,0.0,landing ground H3,Iraq,1947
5666,11-MAY-1947,Lockheed L-049 Constellation,TWA,4.0,"near Cape May Pount, ...",USA,1947
5667,11-MAY-1947,Fairchild C-82A Packet,USAAF,0.0,"near Austin, TX",USA,1947
5668,12-MAY-1947,Ford 4-AT-A Tri-Motor,NAMSA,0.0,Ometepec,Mexico,1947
5671,16-MAY-1947,Douglas DC-3,Strato-Freight,0.0,Gainesville Airp...,USA,1947
5672,16-MAY-1947,Douglas C-47A (DC-3),"Aeroflot, Far East",22.0,near Khabarovsk Airpo...,Russia,1947
5673,18-MAY-1947,Douglas C-47 (DC-3),Philippine AF,18.0,near Malaybalay,Philippines,1947
5674,19-MAY-1947,Douglas C-47D (DC-3),USAAF,0.0,"near Livingston, MT",USA,1947
5676,22-MAY-1947,Boeing XC-97,USAAF,5.0,near Dayton-Wright Pa...,USA,1947
5677,24-MAY-1947,Avro 685 York C.1,RAF,0.0,Malta-Luqa Airpo...,Malta,1947
5679,29-MAY-1947,Douglas DC-4,United Airlines,43.0,New York-La Guar...,USA,1947
5680,29-MAY-1947,Douglas C-47A (DC-3),FlugfAlag Islands,25.0,HAAinsfjArAur,Iceland,1947
5681,29-MAY-1947,Douglas C-54D (DC-4),USAAF,41.0,near Atsugi-NAS (NJA),Japan,1947
5682,30-MAY-1947,Douglas C-54B (DC-4),Eastern Air Lines,53.0,"near Bainbridge, MD",USA,1947
5683,30-MAY-1947,Douglas R4D-1 (DC-3),TAERCO,0.0,MitAo Airport (MVP),Colombia,1947
5684,30-MAY-1947,Douglas C-47 (DC-3),Colombian AF,0.0,near Palanquero-Germa...,Colombia,1947
5685,31-MAY-1947,Amiot AAC.1 (Ju-52),Service de Tele. et de Sign.,3.0,Aoulef,Algeria,1947
5686,03-JUN-1947,Douglas C-47A (DC-3),Butler Air Transport,0.0,Schofields Airpo...,Australia,1947
5687,04-JUN-1947,Amiot AAC.1 (Ju-52),Air France,3.0,near GA menos,France,1947
5689,10-JUN-1947,Douglas C-47A (DC-3),LOT,0.0,Stockholm-Bromma...,Sweden,1947
5690,10-JUN-1947,Avro 691 Lancastrian C.4,FAMA,6.0,"Natal Airport, R...",Brazil,1947
5691,11-JUN-1947,Avro 685 York C.1,RAF,0.0,Oakington RAF St...,U.K.,1947
5692,13-JUN-1947,Douglas C-54 (DC-4),Pennsylvania-Central Airlines,50.0,"near Charles Town, WV",USA,1947
5693,13-JUN-1947,Amiot AAC.1 (Junkers Ju-52/3m),French AF,11.0,near Dalat,Vietnam,1947
5694,15-JUN-1947,Douglas C-47D,USAAF,0.0,Fort Knox-Godman...,USA,1947
5695,16-JUN-1947,Douglas C-47A (DC-3),Philippine Air Lines,0.0,near Cebu,Philippines,1947
5696,16-JUN-1947,Lisunov Li-2,"Aeroflot, Kazakstan",3.0,near Leninabad Airpor...,Tajikistan,1947
5697,19-JUN-1947,Lockheed L-049 Constellation,Pan Am,14.0,near Mayadine,Syria,1947
5698,21-JUN-1947,Lisunov Li-2,"Aeroflot, Ukraine",8.0,Karkinyts'ka Gul...,Ukraine,1947
5699,23-JUN-1947,Douglas C-47A (DC-3),USAAF,0.0,"Hamlin Field, SK",Canada,1947
5700,24-JUN-1947,Douglas C-47 (DC-3),VIARCO,0.0,Ipiales-San Luis...,Colombia,1947
5702,27-JUN-1947,Douglas Dakota IV (DC-3),RAF,0.0,near Isiolo,Kenya,1947
5703,28-JUN-1947,Douglas Dakota IV (DC-3),RAF,0.0,Antananarivo-Ari...,Madagascar,1947
5706,01-JUL-1947,Avro 685 York C.1,RAF,5.0,Oakington RAF St...,U.K.,1947
5707,01-JUL-1947,Amiot AAC.1 (Ju-52),Air France,13.0,near EsAka,Cameroon,1947
5708,01-JUL-1947,Ilyushin Il-12P,"Aeroflot, Moscow",4.0,Moskva-Vnukovo A...,Russia,1947
5709,03-JUL-1947,Douglas C-54G (DC-4),USAAF,6.0,"near Florida coast, USA",Atlantic Ocean,1947
5710,05-JUL-1947,Douglas C-47B (DC-3),French AF,0.0,near Saigon-Tan Son N...,Vietnam,1947
5711,05-JUL-1947,Short Sunderland GR.5,RAF,6.0,near Inistrahull Island,Ireland,1947
5713,11-JUL-1947,Lockheed C-60A Lodestar,Brazilian AF,2.0,near SAo Paulo-Congo...,Brazil,1947
5714,12-JUL-1947,Douglas C-47A (DC-3),USAAF,0.0,OberrAblingen,Germany,1947
5715,13-JUL-1947,Douglas DC-3C,Burke Air Transport,14.0,"near Melbourne, FL",USA,1947
5716,15-JUL-1947,Amiot AAC.1 (Ju-52),AAro Cargo,1.0,Vichy-Charmeil A...,France,1947
5718,16-JUL-1947,Avro 685 York C.1,BOAC,6.0,Az-Zubair,Iran,1947
5722,23-JUL-1947,Douglas C-54D (DC-4),Seaboard & Western,0.0,Saint Joseph Air...,USA,1947
5723,23-JUL-1947,Douglas C-54D (DC-4),Seaboard & Western,0.0,Saint Joseph Air...,USA,1947
5725,25-JUL-1947,Avro 685 York C.1,Skyways,0.0,London Airport (...,U.K.,1947
5726,29-JUL-1947,Douglas C-47B (DC-3),Orissa State Government,8.0,near Yogyakarta,Indonesia,1947
5729,31-JUL-1947,Douglas C-47B (DC-3),USAAF,0.0,Oslo-Fornebu Air...,Norway,1947
5730,02-AUG-1947,Avro 691 Lancastrian C.3,BSAA,11.0,Tupungato Mountain,Argentina,1947
5731,05-AUG-1947,Catalina IVB (PBY-5A),Vingtor Luftveier,0.0,SvolvAr-Helle A...,Norway,1947
5732,06-AUG-1947,Douglas C-47 (DC-3),Indamer,0.0,Miami Internatio...,USA,1947
5733,06-AUG-1947,Consolidated PBY-5A Catalina,US Navy,20.0,within Alaska,USA,1947
5734,06-AUG-1947,Lisunov Li-2,Aeroflot,4.0,Severo-Vostochny...,Azerbaijan,1947
5735,08-AUG-1947,Douglas DC-3C,American Airlines,3.0,New York-La Guar...,USA,1947
5736,09-AUG-1947,Douglas DC-3F,AB Aerotransport,1.0,MalmA-Bulltofta...,Sweden,1947
5737,12-AUG-1947,Douglas C-54A (DC-4),FAMA,0.0,Cachoeiro de Ita...,Brazil,1947
5738,13-AUG-1947,Lisunov Li-2,TARS,3.0,Bucharest-Baneas...,Romania,1947
5742,21-AUG-1947,Curtiss C-46E,Slick Airways,3.0,"Hanksville, UT",USA,1947
5743,23-AUG-1947,Avro 689 Tudor 2,UK Ministry of Supply,4.0,near Woodford Airport...,U.K.,1947
5744,23-AUG-1947,Short S.25 Sandringham 5,BOAC,10.0,Bahrain Marine A...,Bahrain,1947
5745,28-AUG-1947,Short S.25 Sandringham 6,DNL,35.0,near LA dingen,Norway,1947
5746,28-AUG-1947,Douglas Dakota IV (DC-3),RAF,2.0,near Westgate,U.K.,1947
5748,30-AUG-1947,Amiot AAC.1 (Ju-52),Air Atlas,1.0,near El Ajeb,Morocco,1947
5749,02-SEP-1947,Avro 685 York C.1,RAF,0.0,Dishforth RAF St...,U.K.,1947
5750,02-SEP-1947,Vickers Viking C.2,RAF,0.0,near Aberdeen-Dyce Ai...,U.K.,1947
5751,03-SEP-1947,Douglas C-47A (DC-3),Hellenic Airlines,3.0,Voula,Greece,1947
5752,04-SEP-1947,Avro 685 York C.1,RAF,0.0,Habbaniya RAF St...,Iraq,1947
5753,05-SEP-1947,Avro 691 Lancastrian C.3,BSAA,0.0,Bermuda Air Term...,Bermuda,1947
5755,08-SEP-1947,Douglas C-47B (DC-3),USAAF,3.0,"near Larkspur, CO",USA,1947
5757,17-SEP-1947,Curtiss C-46E,Slick Airways,0.0,Hollywood-Lockhe...,USA,1947
5758,17-SEP-1947,Douglas C-47A (DC-3),C.A. Vuelos Express,0.0,Carlota,Venezuela,1947
5761,19-SEP-1947,Douglas C-54D (DC-4),USAF,14.0,near Puerto San Juan,Peru,1947
5762,19-SEP-1947,Ilyushin Il-12P,"Aeroflot, Moscow",0.0,Moskva-Vnukovo A...,Russia,1947
5763,20-SEP-1947,Douglas DC-4,Pan Am,0.0,New York-Floyd B...,USA,1947
5764,20-SEP-1947,Curtiss C-46D,USAF,2.0,near Angeles City-Cla...,Philippines,1947
5767,30-SEP-1947,OA-10A Canso A (PBY-5A),USAF,0.0,"Dago Lake, AK",USA,1947
5768,03-OCT-1947,Avro 691 Lancastrian C.3,Skyways,0.0,Belfast-Nutts Co...,U.K.,1947
5773,10-OCT-1947,Douglas C-47B (DC-3),USAF,6.0,near Borja,Peru,1947
5774,13-OCT-1947,Douglas R4D-5 (DC-3),US Navy,0.0,near Changchun Airpor...,China,1947
5775,14-OCT-1947,Boeing 314A,American International,0.0,"near Gander, NL, Canada",Atlantic Ocean,1947
5776,14-OCT-1947,Douglas C-47A (DC-3),USAF,3.0,"Pikes Peak, CO",USA,1947
5777,16-OCT-1947,Bristol 170 Freighter I,TAI,41.0,near Cartagena,Spain,1947
5780,21-OCT-1947,Short Sunderland GR.3,RAF,4.0,near Southend Pier,U.K.,1947
5781,23-OCT-1947,Avro 691 Lancastrian B.3,BSAA,0.0,London,U.K.,1947
5782,24-OCT-1947,Douglas DC-6,United Airlines,52.0,near Bryce Canyon Air...,USA,1947
5783,26-OCT-1947,Douglas DC-4,Pan Am,18.0,"Annette Island, AK",USA,1947
5784,26-OCT-1947,Douglas DC-4-1009,AB Aerotransport,44.0,Mount Hymettus,Greece,1947
5786,30-OCT-1947,Avro 685 York C.1,RAF,0.0,Negombo RAF Station,Sri Lanka,1947
5787,30-OCT-1947,Lockheed 414-08 Hudson IVA,John Fairfax & Sons,2.0,"near Muswellbrook, NSW",Australia,1947
5788,31-OCT-1947,Douglas C-47A (DC-3),Royal Indian AF,25.0,within Pir Panjal Range,India,1947
5790,05-NOV-1947,Avro 685 York C.1,RAF,0.0,Lyneham RAF Stat...,U.K.,1947
5791,06-NOV-1947,PB2B-1 Catalina,Dutch Navy,0.0,Balikpapan,Indonesia,1947
5792,13-NOV-1947,Avro 691 Lancastrian C.3,BSAA,0.0,Bermuda Air Term...,Bermuda,1947
5793,13-NOV-1947,Douglas C-53-DO (DC-3),Air-India,0.0,Jammu Airport (IXJ),India,1947
5794,13-NOV-1947,Amiot AAC.1 (Ju-52),SANA,1.0,near Les Bouchoux,France,1947
5796,16-NOV-1947,Avro 685 York C.1,RAF,0.0,Bombay-Santa Cru...,India,1947
5797,17-NOV-1947,Avro 685 York C.1,RAF,0.0,Dishforth RAF St...,U.K.,1947
5798,18-NOV-1947,Bristol 170 Freighter XI,AB TT-Transportflyg,21.0,Santa Maria del ...,Italy,1947
5799,18-NOV-1947,Lockheed L-049 Constellation,TWA,5.0,Wilmington-Newca...,USA,1947
5800,19-NOV-1947,Short S.25 Sunderland 3,BOAC,1.0,Brightstone Down...,U.K.,1947
5802,19-NOV-1947,Consolidated C-10 Catalina (PBY-5),Brazilian AF,16.0,"Porto de Moz, PA",Brazil,1947
5803,21-NOV-1947,Lisunov Li-2P,TARS,13.0,"Plouznice, Lomni...",Czech Rep.,1947
5806,23-NOV-1947,Bristol 170 Freighter IA,Bristol,0.0,Wau Airport (WUG),P.N. Guinea,1947
5807,24-NOV-1947,Ilyushin Il-12P,"Aeroflot, Moscow",0.0,Sverdlovsk-Kolts...,Russia,1947
5808,25-NOV-1947,Douglas C-47 (DC-3),LAV,0.0,Ciudad BolAvar ...,Venezuela,1947
5809,27-NOV-1947,Lisunov Li-2P,JUSTA,23.0,near Rumija,Montenegro,1947
5810,27-NOV-1947,Douglas C-47 (DC-3),Columbia Air Cargo,13.0,"Yakutat, AK",USA,1947
5811,28-NOV-1947,Douglas C-47B (DC-3),USAF,20.0,near Trappa,Italy,1947
5812,28-NOV-1947,Douglas C-47A (DC-3),Argentine AF,0.0,BahAa Blanca-Co...,Argentina,1947
5814,30-NOV-1947,Douglas C-47B (DC-3),USAF,2.0,near Tokyo,Japan,1947
5815,01-DEC-1947,Ilyushin Il-12,Polyarnaya Aviatsiya,0.0,near Taldom,Russia,1947
5818,09-DEC-1947,Fairchild C-82A Packet,USAF,0.0,"near Eglin, TX",USA,1947
5820,09-DEC-1947,Douglas C-47B (DC-3),USAF,0.0,near Izmir,Turkey,1947
5821,10-DEC-1947,Douglas C-54D (DC-4),USAF,23.0,near Goose Bay Airpor...,Canada,1947
5822,10-DEC-1947,Douglas C-47B (DC-3),USAF,1.0,near Camp Springs-And...,USA,1947
5823,11-DEC-1947,Douglas C-47B (DC-3),USAF,20.0,"near Memphis, TN",USA,1947
5825,16-DEC-1947,Avro 685 York C.1,RAF,0.0,near Abingdon RAF Sta...,U.K.,1947
5826,16-DEC-1947,Consolidated PBY-5A Catalina,US Navy,6.0,Norfolk NAS Cham...,USA,1947
5828,18-DEC-1947,Ilyushin Il-12P,"Aeroflot, Moscow",7.0,near Krasnoyarsk Seve...,Russia,1947
5829,19-DEC-1947,Douglas C-47B (DC-3),New Zealand AF,0.0,Dilalongan,Philippines,1947
5830,20-DEC-1947,Douglas Dakota IV (DC-3),RAF,0.0,near Uetersen RAF Sta...,Germany,1947
5833,24-DEC-1947,Lockheed C-60A Lodestar,Sabena,5.0,near Mitwaba,D.R. Congo,1947
5838,27-DEC-1947,Douglas C-48C (DC-3),Air-India,23.0,Korangi Creek,Pakistan,1947
5839,27-DEC-1947,Douglas C-47A (DC-3),KLM,0.0,near Leeuwarden,Netherlands,1947
5841,29-DEC-1947,Vickers 628 Viking 1B,DDL,0.0,near KA benhavn-Kastr...,Denmark,1947
5842,30-DEC-1947,Lisunov Li-2,"Aeroflot, Moscow",6.0,near Chrysostom,Russia,1947
5845,02-JAN-1948,Amiot AAC.1 (Ju-52),SOCOTRA,0.0,Casablanca,Morocco,1948
5846,05-JAN-1948,Lockheed 18 Lodestar,South African Airways,0.0,Johannesburg-Pal...,South Africa,1948
5847,06-JAN-1948,Douglas DC-3D,Air France,16.0,near Gonesse,France,1948
5848,06-JAN-1948,Vickers 610 Viking 1B,BEA,1.0,Ruislip,U.K.,1948
5849,07-JAN-1948,Douglas C-47A (DC-3),Coastal Air Lines,18.0,"near Savannah, GA",USA,1948
5850,07-JAN-1948,Douglas Dakota IV (DC-3),RAF,0.0,Waterbeach RAF S...,U.K.,1948
5851,10-JAN-1948,Douglas Dakota IV (DC-3),RAF,0.0,near Cairo,Egypt,1948
5852,10-JAN-1948,Consolidated PBY-5A Catalina,VIARCO,0.0,near Madrid Airport,Colombia,1948
5853,11-JAN-1948,Douglas C-47 (DC-3),Dominicana,32.0,near YamasA,Dominican Rep.,1948
5854,13-JAN-1948,Douglas C-54A (DC-4),FAMA,0.0,Ponte Galeria,Italy,1948
5856,13-JAN-1948,Douglas DC-3-201F,Eastern Air Lines,5.0,"Oxon Hill, MD",USA,1948
5857,18-JAN-1948,Douglas C-47A (DC-3),USAF,1.0,Camp Springs-And...,USA,1948
5859,21-JAN-1948,Lockheed L-649 Constellation,Eastern Air Lines,0.0,Boston-Logan Int...,USA,1948
5860,21-JAN-1948,Douglas DC-3,Philippine Air Lines,0.0,Iloilo-Mandurria...,Philippines,1948
5861,21-JAN-1948,Douglas C-47 (DC-3),CAA,3.0,"near Ward, CO",USA,1948
5863,24-JAN-1948,Lockheed R5O-4 Lodestar,US Coast Guard,4.0,"Baltimore, MD",USA,1948
5864,25-JAN-1948,Bristol 170 Freighter 21E,SITA,5.0,near Cyprus,Mediterranean Sea,1948
5865,26-JAN-1948,SNCASE SE.161/P7 Languedoc,Air France,9.0,near Paris-Le Bourget...,France,1948
5866,27-JAN-1948,Douglas C-47A (DC-3),TAP,3.0,Monte de Caparica,Portugal,1948
5867,27-JAN-1948,Douglas C-47B (DC-3),USAF,11.0,Montagne du Chev...,France,1948
5868,28-JAN-1948,Douglas C-47B (DC-3),Airline Transport Carriers,32.0,"near Coalinga, CA",USA,1948
5869,30-JAN-1948,Avro 688 Tudor 1,BSAA,31.0,western Atlantic...,Atlantic Ocean,1948
5871,03-FEB-1948,Junkers Ju-52/3m,"Aeroflot, East Siberia",0.0,between Chita an...,Russia,1948
5873,06-FEB-1948,Vickers 632 Viking 1B,Air-India,0.0,Bombay-Santacruz...,India,1948
5874,07-FEB-1948,Lockheed L-649 Constellation,Eastern Air Lines,1.0,"near Brunswick, GA",USA,1948
5875,07-FEB-1948,Douglas C-47D (DC-3),USAF,4.0,"near Saluda, NC",USA,1948
5876,09-FEB-1948,Short Sunderland GR.5,RAF,0.0,Wig Bay,U.K.,1948
5877,10-FEB-1948,Douglas C-47B (DC-3),KLM Interinsulair Bedrijf,19.0,near Padalarang,Indonesia,1948
5880,12-FEB-1948,Douglas C-53-DO (DC-3),DDL,12.0,near Ulrichstein,Germany,1948
5881,16-FEB-1948,Avro 685 York C.1,RAF,0.0,Hullavington RAF...,U.K.,1948
5882,20-FEB-1948,Douglas C-47 (DC-3),Aerea Teseo,7.0,Collesalvetti,Italy,1948
5883,21-FEB-1948,LatAcoA re 631,LatAcoA re,19.0,near St. Marcouf,France,1948
5884,22-FEB-1948,Douglas DC-3,Commercial Airways,12.0,Mati,Philippines,1948
5885,23-FEB-1948,Douglas C-47 (DC-3),LAV,0.0,near La Grita,Venezuela,1948
5887,25-FEB-1948,Douglas C-47A (DC-3),Bruning Aviation,1.0,"near Columbus, OH",USA,1948
5889,27-FEB-1948,Douglas C-47A (DC-3),Brazilian AF,23.0,"near Breves, PA",Brazil,1948
5890,28-FEB-1948,Short Sunderland GR.5,RAF,0.0,Kalafrana,Malta,1948
5891,01-MAR-1948,Fairchild C-82A Packet,USAF,0.0,"Mobile, AL",USA,1948
5892,02-MAR-1948,Douglas DC-3C,Sabena,20.0,London Airport (...,U.K.,1948
5893,02-MAR-1948,Amiot AAC.1 (Ju-52),STA,4.0,near Perpignan,France,1948
5894,07-MAR-1948,Lisunov Li-2,Polyarnaya Aviatsiya,20.0,near Kharp,Russia,1948
5895,08-MAR-1948,Douglas C-47A (DC-3),Eagle Air Freight,2.0,"near San Jose, CA",USA,1948
5896,08-MAR-1948,PB2B-1 Canso A (PBY-5A),KLM Interinsulair Bedrijf,0.0,"near Poso, Sulawesi",Indonesia,1948
5897,10-MAR-1948,Douglas C-54B (DC-4),American Airlines,0.0,Tulsa Internatio...,USA,1948
5898,10-MAR-1948,Douglas DC-4,Delta Air Lines,12.0,Chicago Municipa...,USA,1948
